id,premise,hypothesis,lang_abv,language,label
31eba77caa,tea done everyon stoodh reach head put hand itand gentl pull chest smelledof dung smoke cinnamon mutton greasei could hear wheezi breath like prophet last whisper word repeat faithfulthen pray one time translatehi son interrupt old man tell groupof snake charmer sought bless blind thiefth saint push away took one long lookthen straighten collar nod toward door,tea done put hand,en,English,0
3ead24e00b,watch hip shift side wrap,wrap fell floor,en,English,1
4d10db8b6b,تم استخدام اسم ضعيف حيث لم تكن هناك حاجة إليه ولا حتى لأي بديل آخر,يكافح الناس للعثور على اسم بديل,ar,Arabic,1
80147636ec,roper poll conclud newshour perceiv public credibl newscast countri,poll conclud newshour seen least credibl newscast public,en,English,2
df17727ce2,census serv alarm signal malay nation conscious,wasnt census malaysia prior,en,English,2
b51c889116,thorn held sword differ cadaan ever seen,cadaan use see peopl hold sword like thorn held,en,English,2
fcee7e922d,,,el,Greek,2
9ac3a9c58d,,,el,Greek,1
be499e611b,exercis suppos,exercis isnt suppos make sore,en,English,1
c2a60d2b0f,yine baln uygulamas neredeyse aikardr amerikan aksanlar zerine bir alma yapmay tasarlayan herkes onun saptad ilkeleri rehber edinmekle iyi yapar,honey birka aksanla konuabiliyor,tr,Turkish,1
4b81988809,take road head back coast es pujol formentera premier resort villag,formentera premier resort villag swim pool bar restaur,en,English,1
9f5e8da2b1,news cover say prolifer small comput devic ascend webbas applic erod microsoft domin,microsoft lose domin due emerg webbas applic,en,English,0
78811daf9d,قالت زوجتي، رافعة حاجبها,رفعت زوجتي حاجبيها وهي تتحدث,ar,Arabic,0
eea26f9a33,thumairy bestreitet disziplinarmanahm erlitt,thumairy wurd vorgeworf pflichtverletz begang,de,German,1
19ff4b4818,april sultan armi mass outsid citi wall outnumb byzantin ten one,hundr time mani sultan armi byzantin,en,English,2
af7f2e769a,томи франкс генерал командващ централното командване центком ни каза че президентът бил недоволен,президентът остана много доволен от представянето на генерала,bg,Bulgarian,2
89bf46c774,a lexcept deux dentr pirat lair tous admis tant tourist autoris sjourn six mois tatsun sauf cas mihdhar vis quatr mois,plupart pirat lair admis tant tourist,fr,French,0
25af34dd0d,shakur xc nh farid hilali bi cc nh chc trch ty ban nha,shakur khng theo bt ci tn no khc bi anh ta khng ni ting lm,vi,Vietnamese,2
14d061ba12,nm trang xc nhn nhn tri ngc vi hai trang ca th mc rng in da phn ln vo nghin cu ban,tc gi ca quyn in ny thc hin rt tt vic liu ho ghi nhn cc nghin cu dng vo thc,vi,Vietnamese,1
c23f6ad775,hacienda,,zh,Chinese,2
4f820e0dc1,articl explain al gore enlist vietnam war fealti father distast draft gore deplor inequ rich serv,gore dodg draft,en,English,2
d108ea2a48,вие сте поканени да станете част от това важно ново начинание за да укрепите това нарастващо партньорство на два големи държавни университета в индианаполис,в индианаполис няма държавни училища,bg,Bulgarian,2
25bed25987,ер эт смешн ер дума прост нрав забавн шо обычн,наверн придет посмотрет эт нов комедийн шо,ru,Russian,1
0f79e75a09,прошл год текущ бюджет музе состав взнос постоя спонсор,прошл год мен четверт част текущ бюджет музе поступ пожертвован,ru,Russian,0
7505756279,agenc also receiv percentag money interest lawyer trust account,wish receiv,en,English,1
45486a8779,dont know think uh biblic thing say uh cant think scriptur render unto caesar caesar,know bibl scriptur,en,English,2
563004239e,американц такж след подума провест эт организова сво правлен поин,правительств организова вид множеств небольш ячеек избежа обнаружен,ru,Russian,1
31618ed4f2,market street home edinburgh cityart galleri showcas work upandcom artist,galleri refresh everi artist want,en,English,1
b5bfbe9e94,mejor puert mediterrne juni juli agost mae dij almir venecian sigl xvi andre dori seal tempor veranieg navegacin flot podr hac mejor refugi aqu,tempor veran mejor puert,es,Spanish,0
648e8a6182,yeah student im money,project pay better student job,en,English,1
65b9f8841b,sexuell exkretor aktivitt organ,aktivitt scheid flssigkeit,de,German,0
3456f365b8,oh constant,jog constant,en,English,1
76acbd598a,subsequ alter data readili detect,chang data cant detect,en,English,2
11a1ec1982,,,hi,Hindi,1
65f98de4b2,ہمارا چڑیا گھر بائیومز کے تصور کو استعمال کرتے ہوئے ڈیزائن کیا گیا تھا،جو کہ قدرتی رہائش گاہوں ترغیب دیتا ہے جس میں جانور رہتے ہیں,بائیوز جانوروں کی قدرتی زندگی کے ماحول کو ضم کرتے ہیں,ur,Urdu,0
e5c2df48b7,univers credibl problem poll wordsmith mathemat dont mix never,mathemat import aspect poll,en,English,1
98c2b5ca98,,,zh,Chinese,2
c125170fe0,farmwork conduct us,tri find fuel rocket us employ brightest farmwork field,en,English,2
aa91d298b6,man shift slight cut spear air,man watch motionless spear fell,en,English,2
8ae6eb46bf,ksm anaweza kuwa ameagiza binalishibh atume pesa kwa moussaoui ili asaidie kutayarisha moussaoui kama rubani mbadala mwenye uwezo wa jarrah,ksm aliiambia binalshibh cha kufanya kwa sababu alikuwa mkuu wa shirika zima,sw,Swahili,1
448a3132f6,well shes found,discov,en,English,0
1b1a16bac0,today line shipyard factori industri develop water bad pollut,largest center industri citi,en,English,1
0ccba21283,той вярваше че по това време е имало достатъчно вероятна причина за наказателна заповед,той подозираше че имотът се използва за прикриване на незаконна операция по производство на бомби,bg,Bulgarian,1
683175fbc8,well that uh agre mean didnt surround cast montana there doubt,dont agre say didnt much support montana,en,English,2
8c09e36b8d,ti nn mt cho bn thn mnh khng,ny rt tn km,vi,Vietnamese,1
7880fe3b34,well floor uneven know,floor perfect smooth flat,en,English,2
67488b8cd7,,dc,zh,Chinese,1
e827493ab2,,,zh,Chinese,0
c0f18d25ce,sofort zurckkehr mannschaft mitnehm ogl unterbrach fies mien gestik,ogl lie sprech,de,German,2
68deba4a56,know like everi day like movi dollar sometim theyr even free think uh show uh chima para diso free,movi like chima para diso shown free,en,English,0
1b1b1d9ec8,yeah well uh nc doubl tournament go right uh havent watch year louisvill year,havent miss singl game sweet round,en,English,2
769a8f37e2,final woman open eye feebli,open eye sever minut,en,English,1
0872d40101,edit dsm product argument negoti compromis,new addit npd dsm came lot argument,en,English,1
cdf9b1779e,open polit debat flourish especi calcutta karl marx much appreci,polit debat flourish calcutta especi karl marx appreci great sens humor,en,English,1
10d0644645,weve got think,think,en,English,1
80822e4dd4,sudden sat edg tabl put face hand sob mon dieu,sat tabl start laugh loud,en,English,2
5c9bb4dc2c,rph kitabnn yaynlanmas ilgili bir sonraki geree yol aan kitap turu izler,onun iin ayrtlabilecek bir tur yoktu,tr,Turkish,2
8e9bf743dd,man come hasbeen corner skit zmuda recal forgotten perform would sent flounder front audienc,man design skit popular perform went enjoy total success front crowd,en,English,2
cc8ca5d3fa,geh direkt linear bezieh prokopfvolum stck pro mglichkeit,nahm umsatzvolum pro kopf pro stck verknpft,de,German,0
5b22d36e7e,начальн отклонен заявк хазм запрос кредит администратор соглас разреш использова банковск счет администратор получен доллар сша денежн перевод,ходатайств хазм предоставлен займ удовлетвор,ru,Russian,0
8c55ed3cd8,given limit wtos jurisdict probabl unreason kodak expect real victori,kodak total justifi expect victori,en,English,2
7812d86604,ukumbi wa raia na jumba la tafrijanamba ya simu ni linalkojulikana kama megaron katika vas,megaron ni ukumbi mkubwa zaidi wa tamasha nchini,sw,Swahili,1
55e5081770,walinieleza ya kwamba mwishowe ningeitiwa jamaa fulani ambaye tungepatana naye,sikuambiwa chochote kuhusu kukutana na mtu yeyote,sw,Swahili,2
f6813fc681,like time went florida need rent car know believ,never florida,en,English,2
fe7b7238a6,yeah mine general stay window theyr theyr,mine often window,en,English,0
d58877d002,final rule determin econom signific regulatori action offic manag budget approv omb compli requir order march,final rule declar econom signific regul action,en,English,0
5f594b2d95,quad olarak bilinen renci yurdunun yannda bir dizi avlunun etrafnda planlanan pitoresk jakoben canlanma kompleksi bulunur,quad bir renci yurdudur,tr,Turkish,0
ac992c7135,,,zh,Chinese,1
ed13be5d48,emerg bori remark glanc clock earli,appear bori look clock said earli,en,English,0
6f4fb06c18,end near shout went hanson jerk eye gear focus group roc land far end camp,hanson whisper stare gear,en,English,2
4a8fe1fca1,المفهومان اللذان يظهران عادة في الأدب قد يكونا مفيدان في البحوث المستقبلية,يمكن للأدب تغيير طريقة اختبارنا للنماذج,ar,Arabic,1
29043a144c,stori also made front page new york time financi time london said member mystic cult call fa lun gong caus acut embarrass secur forc virtual surround compound china leader work,new york time neglect cover fa lun gong stori paper,en,English,2
49d5614627,,jo virodhabhas ap bol rahe ho sahi hai,hi,Hindi,1
0b1bcc94e3,,,hi,Hindi,1
aa5729f40e,margin cost low newspap price preprint might low cent per piec,newspap preprint cost much,en,English,2
4527529e3d,go,stay,en,English,2
32b85ed2a4,заштрихова трапец эт потер доход эт почтов служб рынк учитыв могут модернизирова,отправител смогут компенсирова потер перекрестн траверс,ru,Russian,1
464ba02469,sculptur dome personif commerc river god includ anna livia set main door edward smyth also respons statu gpo,dome big marbl sculptur dragon,en,English,1
8e079a8993,عام آدمی سے استواری کو جانچنے کا ایک پیمانہ کیا صدر اپنے ساتھ بٹوا رکھتا ہے؟,صدر بٹوے لے سکتا ہے,ur,Urdu,1
43fe31e071,,,hi,Hindi,1
73e2b04d82,katika kitabu kinachohusiana na suala la aina hii mtu lazima awe mwangalifu sana kuunganisha na ufafanuzi thabiti wa maneno muhimu euphemism dysphemism mwiko nk na usiondoke kutoka kwaoke,kitabu kinaongea jinsi maneno yanavyo tumika katika tiba,sw,Swahili,1
abfd894f53,mifano ya vyombo vyote vinavyoundwa nchini zinaweza kupatikana kwa wingi hapa na utaweza kununua bei nafuu zaidi kuliko vituo vya matembezi hasa ikiwa unafanya ujuzi wako wa kuuza kabla,ni rahisi kununua vitu hapa kwa sababu hakuna kodi,sw,Swahili,1
28562d0495,one sens um im im older person fifti feel weve lost thing sens women work today,dont think age anyth feel,en,English,2
